,Zone,Period,Pickup occurences,Delivery occurences,Pickup distribution,Delivery distribution
322,108,Day,"{""0"": 279, ""1"": 74, ""2"": 9, ""3"": 2, ""6"": 1, ""4"": 0, ""5"": 0}","{""0"": 274, ""1"": 73, ""2"": 15, ""3"": 2, ""5"": 1, ""4"": 0}","[0.764, 0.203, 0.025, 0.005, 0.0, 0.0, 0.003]","[0.751, 0.2, 0.041, 0.005, 0.0, 0.003]"
323,108,Evening,"{""0"": 246, ""1"": 84, ""2"": 27, ""3"": 4, ""4"": 4}","{""0"": 217, ""1"": 108, ""2"": 24, ""3"": 10, ""4"": 6}","[0.674, 0.23, 0.074, 0.011, 0.011]","[0.595, 0.296, 0.066, 0.027, 0.016]"
324,109,Morning,"{""0"": 200, ""1"": 94, ""2"": 39, ""3"": 22, ""4"": 6, ""5"": 1, ""6"": 3}","{""0"": 310, ""1"": 46, ""2"": 8, ""6"": 1, ""3"": 0, ""4"": 0, ""5"": 0}","[0.548, 0.258, 0.107, 0.06, 0.016, 0.003, 0.008]","[0.849, 0.126, 0.022, 0.0, 0.0, 0.0, 0.003]"
325,109,Day,"{""0"": 192, ""1"": 113, ""2"": 40, ""3"": 12, ""4"": 4, ""5"": 2, ""6"": 2}","{""0"": 197, ""1"": 99, ""2"": 51, ""3"": 11, ""4"": 5, ""6"": 2, ""5"": 0}","[0.526, 0.31, 0.11, 0.033, 0.011, 0.005, 0.005]","[0.54, 0.271, 0.14, 0.03, 0.014, 0.0, 0.005]"
326,109,Evening,"{""0"": 117, ""1"": 93, ""2"": 76, ""3"": 50, ""4"": 20, ""5"": 6, ""8"": 2, ""10"": 1, ""6"": 0, ""7"": 0, ""9"": 0}","{""0"": 75, ""1"": 86, ""2"": 81, ""3"": 53, ""4"": 36, ""5"": 23, ""6"": 8, ""7"": 2, ""14"": 1, ""8"": 0, ""9"": 0, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0}","[0.321, 0.255, 0.208, 0.137, 0.055, 0.016, 0.0, 0.0, 0.005, 0.0, 0.003]","[0.205, 0.236, 0.222, 0.145, 0.099, 0.063, 0.022, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003]"
327,110,Morning,"{""0"": 186, ""1"": 110, ""2"": 44, ""3"": 17, ""4"": 4, ""5"": 3, ""6"": 1}","{""0"": 249, ""1"": 95, ""2"": 20, ""3"": 1}","[0.51, 0.301, 0.121, 0.047, 0.011, 0.008, 0.003]","[0.682, 0.26, 0.055, 0.003]"
328,110,Day,"{""0"": 181, ""1"": 114, ""2"": 52, ""3"": 14, ""4"": 3, ""5"": 1}","{""0"": 197, ""1"": 109, ""2"": 41, ""3"": 12, ""4"": 5, ""5"": 1}","[0.496, 0.312, 0.142, 0.038, 0.008, 0.003]","[0.54, 0.299, 0.112, 0.033, 0.014, 0.003]"
329,110,Evening,"{""0"": 118, ""1"": 98, ""2"": 85, ""3"": 28, ""4"": 22, ""5"": 11, ""6"": 2, ""7"": 1}","{""0"": 102, ""1"": 108, ""2"": 63, ""3"": 46, ""4"": 24, ""5"": 13, ""6"": 5, ""7"": 3, ""8"": 1}","[0.323, 0.268, 0.233, 0.077, 0.06, 0.03, 0.005, 0.003]","[0.279, 0.296, 0.173, 0.126, 0.066, 0.036, 0.014, 0.008, 0.003]"
330,111,Morning,"{""0"": 231, ""1"": 108, ""2"": 19, ""3"": 3, ""4"": 3, ""7"": 1, ""5"": 0, ""6"": 0}","{""0"": 248, ""1"": 93, ""2"": 20, ""3"": 3, ""6"": 1, ""4"": 0, ""5"": 0}","[0.633, 0.296, 0.052, 0.008, 0.008, 0.0, 0.0, 0.003]","[0.679, 0.255, 0.055, 0.008, 0.0, 0.0, 0.003]"
331,111,Day,"{""0"": 165, ""1"": 113, ""2"": 55, ""3"": 22, ""4"": 9, ""5"": 1}","{""0"": 174, ""1"": 113, ""2"": 51, ""3"": 20, ""4"": 6, ""5"": 1}","[0.452, 0.31, 0.151, 0.06, 0.025, 0.003]","[0.477, 0.31, 0.14, 0.055, 0.016, 0.003]"
332,111,Evening,"{""0"": 88, ""1"": 93, ""2"": 93, ""3"": 57, ""4"": 22, ""5"": 5, ""6"": 6, ""7"": 1}","{""0"": 87, ""1"": 103, ""2"": 75, ""3"": 57, ""4"": 26, ""5"": 11, ""6"": 3, ""7"": 3}","[0.241, 0.255, 0.255, 0.156, 0.06, 0.014, 0.016, 0.003]","[0.238, 0.282, 0.205, 0.156, 0.071, 0.03, 0.008, 0.008]"
333,112,Morning,"{""0"": 223, ""1"": 89, ""2"": 39, ""3"": 8, ""4"": 6}","{""0"": 129, ""1"": 84, ""2"": 62, ""3"": 44, ""4"": 33, ""5"": 6, ""6"": 5, ""7"": 1, ""10"": 1, ""8"": 0, ""9"": 0}","[0.611, 0.244, 0.107, 0.022, 0.016]","[0.353, 0.23, 0.17, 0.121, 0.09, 0.016, 0.014, 0.003, 0.0, 0.0, 0.003]"
334,112,Day,"{""0"": 103, ""1"": 104, ""2"": 72, ""3"": 45, ""4"": 27, ""5"": 9, ""6"": 2, ""8"": 3, ""7"": 0}","{""0"": 136, ""1"": 109, ""2"": 69, ""3"": 36, ""4"": 13, ""5"": 1, ""6"": 1}","[0.282, 0.285, 0.197, 0.123, 0.074, 0.025, 0.005, 0.0, 0.008]","[0.373, 0.299, 0.189, 0.099, 0.036, 0.003, 0.003]"
335,112,Evening,"{""0"": 47, ""1"": 59, ""2"": 64, ""3"": 70, ""4"": 40, ""5"": 39, ""6"": 23, ""7"": 14, ""8"": 3, ""9"": 4, ""10"": 1, ""11"": 1}","{""0"": 77, ""1"": 90, ""2"": 88, ""3"": 55, ""4"": 26, ""5"": 12, ""6"": 9, ""7"": 7, ""11"": 1, ""8"": 0, ""9"": 0, ""10"": 0}","[0.129, 0.162, 0.175, 0.192, 0.11, 0.107, 0.063, 0.038, 0.008, 0.011, 0.003, 0.003]","[0.211, 0.247, 0.241, 0.151, 0.071, 0.033, 0.025, 0.019, 0.0, 0.0, 0.0, 0.003]"
336,113,Morning,"{""0"": 356, ""1"": 7, ""2"": 2}","{""0"": 345, ""1"": 18, ""2"": 2}","[0.975, 0.019, 0.005]","[0.945, 0.049, 0.005]"
337,113,Day,"{""0"": 331, ""1"": 32, ""2"": 2}","{""0"": 339, ""1"": 24, ""2"": 2}","[0.907, 0.088, 0.005]","[0.929, 0.066, 0.005]"
338,113,Evening,"{""0"": 311, ""1"": 45, ""2"": 6, ""3"": 2, ""5"": 1, ""4"": 0}","{""0"": 316, ""1"": 44, ""2"": 4, ""4"": 1, ""3"": 0}","[0.852, 0.123, 0.016, 0.005, 0.0, 0.003]","[0.866, 0.121, 0.011, 0.0, 0.003]"
339,114,Morning,"{""0"": 349, ""1"": 15, ""2"": 1}","{""0"": 354, ""1"": 11}","[0.956, 0.041, 0.003]","[0.97, 0.03]"
340,114,Day,"{""0"": 342, ""1"": 22, ""2"": 1}","{""0"": 340, ""1"": 25}","[0.937, 0.06, 0.003]","[0.932, 0.068]"
341,114,Evening,"{""0"": 336, ""1"": 29}","{""0"": 331, ""1"": 30, ""2"": 2, ""3"": 1, ""4"": 1}","[0.921, 0.079]","[0.907, 0.082, 0.005, 0.003, 0.003]"
342,115,Morning,"{""0"": 247, ""1"": 82, ""2"": 27, ""3"": 6, ""4"": 3}","{""0"": 309, ""1"": 48, ""2"": 5, ""3"": 3}","[0.677, 0.225, 0.074, 0.016, 0.008]","[0.847, 0.132, 0.014, 0.008]"
343,115,Day,"{""0"": 244, ""1"": 90, ""2"": 22, ""3"": 8, ""4"": 1}","{""0"": 241, ""1"": 96, ""2"": 25, ""3"": 3}","[0.668, 0.247, 0.06, 0.022, 0.003]","[0.66, 0.263, 0.068, 0.008]"
344,115,Evening,"{""0"": 171, ""1"": 123, ""2"": 50, ""3"": 15, ""4"": 5, ""7"": 1, ""5"": 0, ""6"": 0}","{""0"": 146, ""1"": 111, ""2"": 69, ""3"": 19, ""4"": 15, ""5"": 5}","[0.468, 0.337, 0.137, 0.041, 0.014, 0.0, 0.0, 0.003]","[0.4, 0.304, 0.189, 0.052, 0.041, 0.014]"
345,116,Morning,"{""0"": 289, ""1"": 63, ""2"": 10, ""3"": 2, ""4"": 1}","{""0"": 231, ""1"": 81, ""2"": 40, ""3"": 11, ""4"": 1, ""5"": 1}","[0.792, 0.173, 0.027, 0.005, 0.003]","[0.633, 0.222, 0.11, 0.03, 0.003, 0.003]"
346,116,Day,"{""0"": 262, ""1"": 79, ""2"": 20, ""3"": 4}","{""0"": 275, ""1"": 70, ""2"": 17, ""3"": 3}","[0.718, 0.216, 0.055, 0.011]","[0.753, 0.192, 0.047, 0.008]"
347,116,Evening,"{""0"": 204, ""1"": 95, ""2"": 49, ""3"": 12, ""4"": 4, ""5"": 1}","{""0"": 241, ""1"": 85, ""2"": 32, ""3"": 6, ""5"": 1, ""4"": 0}","[0.559, 0.26, 0.134, 0.033, 0.011, 0.003]","[0.66, 0.233, 0.088, 0.016, 0.0, 0.003]"
348,117,Morning,"{""0"": 304, ""1"": 54, ""2"": 5, ""3"": 1, ""5"": 1, ""4"": 0}","{""0"": 354, ""1"": 9, ""2"": 2}","[0.833, 0.148, 0.014, 0.003, 0.0, 0.003]","[0.97, 0.025, 0.005]"
349,117,Day,"{""0"": 310, ""1"": 46, ""2"": 7, ""3"": 2}","{""0"": 302, ""1"": 53, ""2"": 8, ""3"": 2}","[0.849, 0.126, 0.019, 0.005]","[0.827, 0.145, 0.022, 0.005]"
350,117,Evening,"{""0"": 260, ""1"": 83, ""2"": 20, ""3"": 2}","{""0"": 231, ""1"": 91, ""2"": 38, ""3"": 4, ""4"": 1}","[0.712, 0.227, 0.055, 0.005]","[0.633, 0.249, 0.104, 0.011, 0.003]"
351,118,Morning,"{""0"": 342, ""1"": 23}","{""0"": 313, ""1"": 47, ""2"": 5}","[0.937, 0.063]","[0.858, 0.129, 0.014]"
352,118,Day,"{""0"": 326, ""1"": 38, ""2"": 1}","{""0"": 333, ""1"": 31, ""2"": 1}","[0.893, 0.104, 0.003]","[0.912, 0.085, 0.003]"
353,118,Evening,"{""0"": 294, ""1"": 63, ""2"": 7, ""3"": 1}","{""0"": 302, ""1"": 55, ""2"": 7, ""3"": 1}","[0.805, 0.173, 0.019, 0.003]","[0.827, 0.151, 0.019, 0.003]"
354,119,Morning,"{""0"": 359, ""1"": 5, ""2"": 1}","{""0"": 341, ""1"": 20, ""2"": 3, ""3"": 1}","[0.984, 0.014, 0.003]","[0.934, 0.055, 0.008, 0.003]"
355,119,Day,"{""0"": 343, ""1"": 19, ""2"": 3}","{""0"": 341, ""1"": 21, ""2"": 3}","[0.94, 0.052, 0.008]","[0.934, 0.058, 0.008]"
356,119,Evening,"{""0"": 344, ""1"": 17, ""2"": 4}","{""0"": 357, ""1"": 6, ""2"": 2}","[0.942, 0.047, 0.011]","[0.978, 0.016, 0.005]"
357,120,Morning,"{""0"": 345, ""1"": 19, ""2"": 1}","{""0"": 234, ""1"": 122, ""2"": 8, ""3"": 1}","[0.945, 0.052, 0.003]","[0.641, 0.334, 0.022, 0.003]"
358,120,Day,"{""0"": 258, ""1"": 81, ""2"": 24, ""3"": 2}","{""0"": 339, ""1"": 24, ""2"": 1, ""3"": 1}","[0.707, 0.222, 0.066, 0.005]","[0.929, 0.066, 0.003, 0.003]"
359,120,Evening,"{""0"": 282, ""1"": 73, ""2"": 8, ""3"": 2}","{""0"": 333, ""1"": 29, ""2"": 3}","[0.773, 0.2, 0.022, 0.005]","[0.912, 0.079, 0.008]"
360,121,Morning,"{""0"": 362, ""1"": 2, ""3"": 1, ""2"": 0}","{""0"": 351, ""1"": 13, ""3"": 1, ""2"": 0}","[0.992, 0.005, 0.0, 0.003]","[0.962, 0.036, 0.0, 0.003]"
361,121,Day,"{""0"": 341, ""1"": 23, ""2"": 1}","{""0"": 335, ""1"": 28, ""2"": 2}","[0.934, 0.063, 0.003]","[0.918, 0.077, 0.005]"
362,121,Evening,"{""0"": 329, ""1"": 29, ""2"": 7}","{""0"": 325, ""1"": 32, ""2"": 7, ""3"": 1}","[0.901, 0.079, 0.019]","[0.89, 0.088, 0.019, 0.003]"
363,122,Morning,"{""0"": 294, ""1"": 63, ""2"": 8}","{""0"": 291, ""1"": 63, ""2"": 10, ""3"": 1}","[0.805, 0.173, 0.022]","[0.797, 0.173, 0.027, 0.003]"
364,122,Day,"{""0"": 257, ""1"": 78, ""2"": 18, ""3"": 8, ""4"": 4}","{""0"": 265, ""1"": 82, ""2"": 13, ""3"": 4, ""4"": 1}","[0.704, 0.214, 0.049, 0.022, 0.011]","[0.726, 0.225, 0.036, 0.011, 0.003]"
365,122,Evening,"{""0"": 210, ""1"": 94, ""2"": 38, ""3"": 18, ""4"": 5}","{""0"": 193, ""1"": 102, ""2"": 50, ""3"": 14, ""4"": 3, ""5"": 1, ""6"": 1, ""7"": 1}","[0.575, 0.258, 0.104, 0.049, 0.014]","[0.529, 0.279, 0.137, 0.038, 0.008, 0.003, 0.003, 0.003]"
366,123,Morning,"{""0"": 319, ""1"": 44, ""2"": 2}","{""0"": 344, ""1"": 21}","[0.874, 0.121, 0.005]","[0.942, 0.058]"
367,123,Day,"{""0"": 309, ""1"": 42, ""2"": 12, ""3"": 2}","{""0"": 306, ""1"": 46, ""2"": 11, ""3"": 2}","[0.847, 0.115, 0.033, 0.005]","[0.838, 0.126, 0.03, 0.005]"
368,123,Evening,"{""0"": 260, ""1"": 77, ""2"": 18, ""3"": 6, ""4"": 4}","{""0"": 254, ""1"": 78, ""2"": 23, ""3"": 6, ""4"": 4}","[0.712, 0.211, 0.049, 0.016, 0.011]","[0.696, 0.214, 0.063, 0.016, 0.011]"
369,124,Morning,"{""0"": 171, ""1"": 113, ""2"": 46, ""3"": 23, ""4"": 10, ""5"": 2}","{""0"": 271, ""1"": 70, ""2"": 20, ""3"": 4}","[0.468, 0.31, 0.126, 0.063, 0.027, 0.005]","[0.742, 0.192, 0.055, 0.011]"
370,124,Day,"{""0"": 177, ""1"": 106, ""2"": 52, ""3"": 20, ""4"": 6, ""5"": 2, ""6"": 1, ""7"": 1}","{""0"": 190, ""1"": 98, ""2"": 52, ""3"": 17, ""4"": 7, ""5"": 1}","[0.485, 0.29, 0.142, 0.055, 0.016, 0.005, 0.003, 0.003]","[0.521, 0.268, 0.142, 0.047, 0.019, 0.003]"
371,124,Evening,"{""0"": 104, ""1"": 114, ""2"": 77, ""3"": 54, ""4"": 11, ""5"": 4, ""7"": 1, ""6"": 0}","{""0"": 84, ""1"": 94, ""2"": 87, ""3"": 56, ""4"": 24, ""5"": 10, ""6"": 6, ""7"": 2, ""8"": 1, ""10"": 1, ""9"": 0}","[0.285, 0.312, 0.211, 0.148, 0.03, 0.011, 0.0, 0.003]","[0.23, 0.258, 0.238, 0.153, 0.066, 0.027, 0.016, 0.005, 0.003, 0.0, 0.003]"
372,125,Morning,"{""0"": 139, ""1"": 102, ""2"": 55, ""3"": 36, ""4"": 19, ""5"": 10, ""6"": 3, ""7"": 1}","{""0"": 279, ""1"": 67, ""2"": 18, ""4"": 1, ""3"": 0}","[0.381, 0.279, 0.151, 0.099, 0.052, 0.027, 0.008, 0.003]","[0.764, 0.184, 0.049, 0.0, 0.003]"
373,125,Day,"{""0"": 127, ""1"": 111, ""2"": 72, ""3"": 31, ""4"": 12, ""5"": 7, ""6"": 4, ""7"": 1}","{""0"": 113, ""1"": 146, ""2"": 65, ""3"": 30, ""4"": 6, ""5"": 3, ""6"": 1, ""7"": 1}","[0.348, 0.304, 0.197, 0.085, 0.033, 0.019, 0.011, 0.003]","[0.31, 0.4, 0.178, 0.082, 0.016, 0.008, 0.003, 0.003]"
374,125,Evening,"{""0"": 63, ""1"": 67, ""2"": 71, ""3"": 73, ""4"": 43, ""5"": 20, ""6"": 11, ""7"": 10, ""8"": 5, ""9"": 2}","{""0"": 43, ""1"": 45, ""2"": 66, ""3"": 56, ""4"": 47, ""5"": 43, ""6"": 32, ""7"": 12, ""8"": 12, ""9"": 4, ""10"": 3, ""11"": 2}","[0.173, 0.184, 0.195, 0.2, 0.118, 0.055, 0.03, 0.027, 0.014, 0.005]","[0.118, 0.123, 0.181, 0.153, 0.129, 0.118, 0.088, 0.033, 0.033, 0.011, 0.008, 0.005]"
375,126,Morning,"{""0"": 152, ""1"": 104, ""2"": 66, ""3"": 26, ""4"": 15, ""5"": 2}","{""0"": 258, ""1"": 85, ""2"": 20, ""3"": 1, ""4"": 1}","[0.416, 0.285, 0.181, 0.071, 0.041, 0.005]","[0.707, 0.233, 0.055, 0.003, 0.003]"
376,126,Day,"{""0"": 143, ""1"": 118, ""2"": 56, ""3"": 30, ""4"": 9, ""5"": 8, ""6"": 1}","{""0"": 134, ""1"": 123, ""2"": 63, ""3"": 24, ""4"": 14, ""5"": 5, ""6"": 1, ""7"": 1}","[0.392, 0.323, 0.153, 0.082, 0.025, 0.022, 0.003]","[0.367, 0.337, 0.173, 0.066, 0.038, 0.014, 0.003, 0.003]"
377,126,Evening,"{""0"": 57, ""1"": 77, ""2"": 82, ""3"": 69, ""4"": 32, ""5"": 24, ""6"": 18, ""7"": 6}","{""0"": 35, ""1"": 45, ""2"": 69, ""3"": 68, ""4"": 58, ""5"": 48, ""6"": 15, ""7"": 16, ""8"": 6, ""9"": 2, ""10"": 1, ""11"": 2}","[0.156, 0.211, 0.225, 0.189, 0.088, 0.066, 0.049, 0.016]","[0.096, 0.123, 0.189, 0.186, 0.159, 0.132, 0.041, 0.044, 0.016, 0.005, 0.003, 0.005]"
378,127,Morning,"{""0"": 133, ""1"": 92, ""2"": 70, ""3"": 46, ""4"": 15, ""5"": 6, ""6"": 2, ""8"": 1, ""7"": 0}","{""0"": 267, ""1"": 75, ""2"": 19, ""3"": 3, ""4"": 1}","[0.364, 0.252, 0.192, 0.126, 0.041, 0.016, 0.005, 0.0, 0.003]","[0.732, 0.205, 0.052, 0.008, 0.003]"
379,127,Day,"{""0"": 180, ""1"": 97, ""2"": 44, ""3"": 28, ""4"": 6, ""5"": 4, ""6"": 3, ""7"": 1, ""8"": 1, ""10"": 1, ""9"": 0}","{""0"": 156, ""1"": 134, ""2"": 39, ""3"": 25, ""4"": 6, ""5"": 2, ""6"": 2, ""9"": 1, ""7"": 0, ""8"": 0}","[0.493, 0.266, 0.121, 0.077, 0.016, 0.011, 0.008, 0.003, 0.003, 0.0, 0.003]","[0.427, 0.367, 0.107, 0.068, 0.016, 0.005, 0.005, 0.0, 0.0, 0.003]"
380,127,Evening,"{""0"": 70, ""1"": 81, ""2"": 80, ""3"": 62, ""4"": 40, ""5"": 19, ""6"": 9, ""7"": 4}","{""0"": 54, ""1"": 49, ""2"": 60, ""3"": 63, ""4"": 57, ""5"": 32, ""6"": 23, ""7"": 15, ""8"": 7, ""9"": 3, ""10"": 1, ""11"": 1}","[0.192, 0.222, 0.219, 0.17, 0.11, 0.052, 0.025, 0.011]","[0.148, 0.134, 0.164, 0.173, 0.156, 0.088, 0.063, 0.041, 0.019, 0.008, 0.003, 0.003]"
381,128,Morning,"{""0"": 177, ""1"": 106, ""2"": 53, ""3"": 20, ""4"": 5, ""5"": 2, ""6"": 2}","{""0"": 276, ""1"": 75, ""2"": 13, ""3"": 1}","[0.485, 0.29, 0.145, 0.055, 0.014, 0.005, 0.005]","[0.756, 0.205, 0.036, 0.003]"
382,128,Day,"{""0"": 150, ""1"": 112, ""2"": 53, ""3"": 32, ""4"": 11, ""5"": 6, ""7"": 1, ""6"": 0}","{""0"": 142, ""1"": 114, ""2"": 68, ""3"": 27, ""4"": 8, ""5"": 5, ""7"": 1, ""6"": 0}","[0.411, 0.307, 0.145, 0.088, 0.03, 0.016, 0.0, 0.003]","[0.389, 0.312, 0.186, 0.074, 0.022, 0.014, 0.0, 0.003]"
383,128,Evening,"{""0"": 70, ""1"": 91, ""2"": 73, ""3"": 60, ""4"": 38, ""5"": 17, ""6"": 12, ""7"": 3, ""8"": 1}","{""0"": 68, ""1"": 61, ""2"": 88, ""3"": 56, ""4"": 37, ""5"": 29, ""6"": 10, ""7"": 12, ""8"": 3, ""12"": 1, ""9"": 0, ""10"": 0, ""11"": 0}","[0.192, 0.249, 0.2, 0.164, 0.104, 0.047, 0.033, 0.008, 0.003]","[0.186, 0.167, 0.241, 0.153, 0.101, 0.079, 0.027, 0.033, 0.008, 0.0, 0.0, 0.0, 0.003]"
384,129,Morning,"{""0"": 186, ""1"": 112, ""2"": 44, ""3"": 18, ""4"": 3, ""5"": 2}","{""0"": 229, ""1"": 98, ""2"": 30, ""3"": 7, ""4"": 1}","[0.51, 0.307, 0.121, 0.049, 0.008, 0.005]","[0.627, 0.268, 0.082, 0.019, 0.003]"
385,129,Day,"{""0"": 146, ""1"": 107, ""2"": 72, ""3"": 22, ""4"": 12, ""6"": 4, ""7"": 1, ""8"": 1, ""5"": 0}","{""0"": 161, ""1"": 111, ""2"": 55, ""3"": 25, ""4"": 7, ""5"": 6}","[0.4, 0.293, 0.197, 0.06, 0.033, 0.0, 0.011, 0.003, 0.003]","[0.441, 0.304, 0.151, 0.068, 0.019, 0.016]"
386,129,Evening,"{""0"": 84, ""1"": 101, ""2"": 80, ""3"": 53, ""4"": 25, ""5"": 13, ""6"": 6, ""7"": 3}","{""0"": 81, ""1"": 95, ""2"": 79, ""3"": 59, ""4"": 26, ""5"": 18, ""6"": 4, ""7"": 2, ""8"": 1}","[0.23, 0.277, 0.219, 0.145, 0.068, 0.036, 0.016, 0.008]","[0.222, 0.26, 0.216, 0.162, 0.071, 0.049, 0.011, 0.005, 0.003]"
387,130,Morning,"{""0"": 179, ""1"": 102, ""2"": 55, ""3"": 21, ""4"": 6, ""5"": 2}","{""0"": 229, ""1"": 92, ""2"": 35, ""3"": 6, ""4"": 3}","[0.49, 0.279, 0.151, 0.058, 0.016, 0.005]","[0.627, 0.252, 0.096, 0.016, 0.008]"
388,130,Day,"{""0"": 151, ""1"": 99, ""2"": 65, ""3"": 28, ""4"": 15, ""5"": 6, ""7"": 1, ""6"": 0}","{""0"": 154, ""1"": 111, ""2"": 66, ""3"": 23, ""4"": 6, ""5"": 4, ""9"": 1, ""6"": 0, ""7"": 0, ""8"": 0}","[0.414, 0.271, 0.178, 0.077, 0.041, 0.016, 0.0, 0.003]","[0.422, 0.304, 0.181, 0.063, 0.016, 0.011, 0.0, 0.0, 0.0, 0.003]"
389,130,Evening,"{""0"": 78, ""1"": 82, ""2"": 82, ""3"": 63, ""4"": 30, ""5"": 21, ""6"": 2, ""7"": 3, ""8"": 2, ""10"": 2, ""9"": 0}","{""0"": 66, ""1"": 71, ""2"": 82, ""3"": 56, ""4"": 46, ""5"": 22, ""6"": 14, ""7"": 5, ""8"": 1, ""9"": 1, ""10"": 1}","[0.214, 0.225, 0.225, 0.173, 0.082, 0.058, 0.005, 0.008, 0.005, 0.0, 0.005]","[0.181, 0.195, 0.225, 0.153, 0.126, 0.06, 0.038, 0.014, 0.003, 0.003, 0.003]"
390,131,Morning,"{""0"": 222, ""1"": 109, ""2"": 28, ""3"": 5, ""5"": 1, ""4"": 0}","{""0"": 313, ""1"": 49, ""2"": 3}","[0.608, 0.299, 0.077, 0.014, 0.0, 0.003]","[0.858, 0.134, 0.008]"
391,131,Day,"{""0"": 205, ""1"": 113, ""2"": 36, ""3"": 7, ""4"": 4}","{""0"": 240, ""1"": 92, ""2"": 25, ""3"": 7, ""4"": 1}","[0.562, 0.31, 0.099, 0.019, 0.011]","[0.658, 0.252, 0.068, 0.019, 0.003]"
392,131,Evening,"{""0"": 142, ""1"": 98, ""2"": 70, ""3"": 31, ""4"": 16, ""5"": 7, ""6"": 1}","{""0"": 117, ""1"": 99, ""2"": 84, ""3"": 41, ""4"": 15, ""5"": 8, ""6"": 1}","[0.389, 0.268, 0.192, 0.085, 0.044, 0.019, 0.003]","[0.321, 0.271, 0.23, 0.112, 0.041, 0.022, 0.003]"
393,132,Morning,"{""0"": 265, ""1"": 86, ""2"": 13, ""3"": 1}","{""0"": 214, ""1"": 89, ""2"": 34, ""3"": 20, ""4"": 6, ""5"": 1, ""6"": 1}","[0.726, 0.236, 0.036, 0.003]","[0.586, 0.244, 0.093, 0.055, 0.016, 0.003, 0.003]"
394,132,Day,"{""0"": 237, ""1"": 86, ""2"": 32, ""3"": 8, ""4"": 2}","{""0"": 233, ""1"": 98, ""2"": 27, ""3"": 6, ""4"": 1}","[0.649, 0.236, 0.088, 0.022, 0.005]","[0.638, 0.268, 0.074, 0.016, 0.003]"
395,132,Evening,"{""0"": 147, ""1"": 104, ""2"": 49, ""3"": 41, ""4"": 16, ""5"": 7, ""8"": 1, ""6"": 0, ""7"": 0}","{""0"": 185, ""1"": 106, ""2"": 50, ""3"": 21, ""4"": 3}","[0.403, 0.285, 0.134, 0.112, 0.044, 0.019, 0.0, 0.0, 0.003]","[0.507, 0.29, 0.137, 0.058, 0.008]"
396,133,Morning,"{""0"": 329, ""1"": 30, ""2"": 5, ""3"": 1}","{""0"": 265, ""1"": 66, ""2"": 31, ""3"": 3}","[0.901, 0.082, 0.014, 0.003]","[0.726, 0.181, 0.085, 0.008]"
397,133,Day,"{""0"": 271, ""1"": 75, ""2"": 16, ""3"": 3}","{""0"": 279, ""1"": 71, ""2"": 14, ""3"": 1}","[0.742, 0.205, 0.044, 0.008]","[0.764, 0.195, 0.038, 0.003]"
398,133,Evening,"{""0"": 207, ""1"": 103, ""2"": 43, ""3"": 10, ""4"": 2}","{""0"": 251, ""1"": 83, ""2"": 25, ""3"": 6}","[0.567, 0.282, 0.118, 0.027, 0.005]","[0.688, 0.227, 0.068, 0.016]"
399,134,Morning,"{""0"": 234, ""1"": 87, ""2"": 36, ""3"": 6, ""4"": 2}","{""0"": 196, ""1"": 96, ""2"": 50, ""3"": 17, ""4"": 3, ""5"": 3}","[0.641, 0.238, 0.099, 0.016, 0.005]","[0.537, 0.263, 0.137, 0.047, 0.008, 0.008]"
400,134,Day,"{""0"": 202, ""1"": 107, ""2"": 43, ""3"": 9, ""4"": 2, ""5"": 2}","{""0"": 241, ""1"": 91, ""2"": 23, ""3"": 6, ""4"": 4}","[0.553, 0.293, 0.118, 0.025, 0.005, 0.005]","[0.66, 0.249, 0.063, 0.016, 0.011]"
401,134,Evening,"{""0"": 152, ""1"": 104, ""2"": 69, ""3"": 23, ""4"": 10, ""5"": 7}","{""0"": 159, ""1"": 119, ""2"": 57, ""3"": 17, ""4"": 10, ""5"": 1, ""6"": 2}","[0.416, 0.285, 0.189, 0.063, 0.027, 0.019]","[0.436, 0.326, 0.156, 0.047, 0.027, 0.003, 0.005]"
402,135,Morning,"{""0"": 254, ""1"": 85, ""2"": 23, ""3"": 2, ""4"": 1}","{""0"": 332, ""1"": 30, ""2"": 3}","[0.696, 0.233, 0.063, 0.005, 0.003]","[0.91, 0.082, 0.008]"
403,135,Day,"{""0"": 282, ""1"": 66, ""2"": 15, ""3"": 1, ""4"": 1}","{""0"": 266, ""1"": 78, ""2"": 20, ""3"": 1}","[0.773, 0.181, 0.041, 0.003, 0.003]","[0.729, 0.214, 0.055, 0.003]"
404,135,Evening,"{""0"": 207, ""1"": 92, ""2"": 50, ""3"": 12, ""4"": 4}","{""0"": 175, ""1"": 106, ""2"": 55, ""3"": 20, ""4"": 6, ""5"": 3}","[0.567, 0.252, 0.137, 0.033, 0.011]","[0.479, 0.29, 0.151, 0.055, 0.016, 0.008]"
405,136,Morning,"{""0"": 237, ""1"": 97, ""2"": 25, ""3"": 6}","{""0"": 321, ""1"": 39, ""2"": 4, ""3"": 1}","[0.649, 0.266, 0.068, 0.016]","[0.879, 0.107, 0.011, 0.003]"
