,Zone,Period,Pickup occurences,Delivery occurences,Pickup distribution,Delivery distribution
167,7,23,"{""0"": 360, ""1"": 5}","{""0"": 360, ""1"": 5}","[0.986, 0.014]","[0.986, 0.014]"
168,8,0,"{""0"": 358, ""1"": 6, ""4"": 1, ""2"": 0, ""3"": 0}","{""0"": 350, ""1"": 14, ""3"": 1, ""2"": 0}","[0.981, 0.016, 0.0, 0.0, 0.003]","[0.959, 0.038, 0.0, 0.003]"
169,8,1,"{""0"": 360, ""1"": 4, ""2"": 1}","{""0"": 354, ""1"": 9, ""2"": 1, ""3"": 1}","[0.986, 0.011, 0.003]","[0.97, 0.025, 0.003, 0.003]"
170,8,2,"{""0"": 358, ""1"": 5, ""2"": 2}","{""0"": 352, ""1"": 11, ""2"": 2}","[0.981, 0.014, 0.005]","[0.964, 0.03, 0.005]"
171,8,3,"{""0"": 355, ""1"": 10}","{""0"": 353, ""1"": 12}","[0.973, 0.027]","[0.967, 0.033]"
172,8,4,"{""0"": 359, ""1"": 6}","{""0"": 359, ""1"": 6}","[0.984, 0.016]","[0.984, 0.016]"
173,8,5,"{""0"": 345, ""1"": 20}","{""0"": 362, ""1"": 3}","[0.945, 0.055]","[0.992, 0.008]"
174,8,6,"{""0"": 332, ""1"": 32, ""2"": 1}","{""0"": 360, ""1"": 5}","[0.91, 0.088, 0.003]","[0.986, 0.014]"
175,8,7,"{""0"": 325, ""1"": 38, ""2"": 2}","{""0"": 355, ""1"": 10}","[0.89, 0.104, 0.005]","[0.973, 0.027]"
176,8,8,"{""0"": 325, ""1"": 39, ""2"": 1}","{""0"": 346, ""1"": 19}","[0.89, 0.107, 0.003]","[0.948, 0.052]"
177,8,9,"{""0"": 336, ""1"": 25, ""2"": 4}","{""0"": 340, ""1"": 22, ""2"": 3}","[0.921, 0.068, 0.011]","[0.932, 0.06, 0.008]"
178,8,10,"{""0"": 334, ""1"": 26, ""2"": 5}","{""0"": 329, ""1"": 34, ""2"": 2}","[0.915, 0.071, 0.014]","[0.901, 0.093, 0.005]"
179,8,11,"{""0"": 336, ""1"": 27, ""2"": 2}","{""0"": 324, ""1"": 34, ""2"": 6, ""3"": 1}","[0.921, 0.074, 0.005]","[0.888, 0.093, 0.016, 0.003]"
180,8,12,"{""0"": 336, ""1"": 26, ""2"": 3}","{""0"": 327, ""1"": 31, ""2"": 4, ""3"": 3}","[0.921, 0.071, 0.008]","[0.896, 0.085, 0.011, 0.008]"
181,8,13,"{""0"": 326, ""1"": 34, ""2"": 4, ""3"": 1}","{""0"": 320, ""1"": 39, ""2"": 5, ""3"": 1}","[0.893, 0.093, 0.011, 0.003]","[0.877, 0.107, 0.014, 0.003]"
182,8,14,"{""0"": 328, ""1"": 31, ""2"": 2, ""3"": 3, ""4"": 1}","{""0"": 317, ""1"": 40, ""2"": 7, ""3"": 1}","[0.899, 0.085, 0.005, 0.008, 0.003]","[0.868, 0.11, 0.019, 0.003]"
183,8,15,"{""0"": 318, ""1"": 39, ""2"": 6, ""3"": 1, ""4"": 1}","{""0"": 312, ""1"": 47, ""2"": 5, ""3"": 1}","[0.871, 0.107, 0.016, 0.003, 0.003]","[0.855, 0.129, 0.014, 0.003]"
184,8,16,"{""0"": 302, ""1"": 53, ""2"": 9, ""3"": 1}","{""0"": 292, ""1"": 61, ""2"": 10, ""3"": 1, ""5"": 1, ""4"": 0}","[0.827, 0.145, 0.025, 0.003]","[0.8, 0.167, 0.027, 0.003, 0.0, 0.003]"
185,8,17,"{""0"": 305, ""1"": 52, ""2"": 7, ""3"": 1}","{""0"": 283, ""1"": 70, ""2"": 7, ""3"": 4, ""4"": 1}","[0.836, 0.142, 0.019, 0.003]","[0.775, 0.192, 0.019, 0.011, 0.003]"
186,8,18,"{""0"": 298, ""1"": 56, ""2"": 9, ""3"": 2}","{""0"": 293, ""1"": 63, ""2"": 8, ""3"": 1}","[0.816, 0.153, 0.025, 0.005]","[0.803, 0.173, 0.022, 0.003]"
187,8,19,"{""0"": 301, ""1"": 52, ""2"": 11, ""3"": 1}","{""0"": 308, ""1"": 49, ""2"": 7, ""3"": 1}","[0.825, 0.142, 0.03, 0.003]","[0.844, 0.134, 0.019, 0.003]"
188,8,20,"{""0"": 323, ""1"": 37, ""2"": 5}","{""0"": 316, ""1"": 45, ""2"": 4}","[0.885, 0.101, 0.014]","[0.866, 0.123, 0.011]"
189,8,21,"{""0"": 335, ""1"": 27, ""2"": 3}","{""0"": 322, ""1"": 39, ""2"": 4}","[0.918, 0.074, 0.008]","[0.882, 0.107, 0.011]"
190,8,22,"{""0"": 344, ""1"": 19, ""2"": 2}","{""0"": 328, ""1"": 36, ""2"": 1}","[0.942, 0.052, 0.005]","[0.899, 0.099, 0.003]"
191,8,23,"{""0"": 357, ""1"": 8}","{""0"": 350, ""1"": 15}","[0.978, 0.022]","[0.959, 0.041]"
192,9,0,"{""0"": 361, ""1"": 4}","{""0"": 358, ""1"": 7}","[0.989, 0.011]","[0.981, 0.019]"
193,9,1,"{""0"": 363, ""1"": 2}","{""0"": 363, ""1"": 2}","[0.995, 0.005]","[0.995, 0.005]"
194,9,2,"{""0"": 365}","{""0"": 365}",[1.0],[1.0]
195,9,3,"{""0"": 365}","{""0"": 364, ""1"": 1}",[1.0],"[0.997, 0.003]"
196,9,4,"{""0"": 365}","{""0"": 364, ""1"": 1}",[1.0],"[0.997, 0.003]"
197,9,5,"{""0"": 347, ""1"": 17, ""2"": 1}","{""0"": 365}","[0.951, 0.047, 0.003]",[1.0]
198,9,6,"{""0"": 336, ""1"": 27, ""2"": 2}","{""0"": 348, ""1"": 17}","[0.921, 0.074, 0.005]","[0.953, 0.047]"
199,9,7,"{""0"": 349, ""1"": 16}","{""0"": 343, ""1"": 22}","[0.956, 0.044]","[0.94, 0.06]"
200,9,8,"{""0"": 356, ""1"": 8, ""2"": 1}","{""0"": 356, ""1"": 8, ""3"": 1, ""2"": 0}","[0.975, 0.022, 0.003]","[0.975, 0.022, 0.0, 0.003]"
201,9,9,"{""0"": 355, ""1"": 9, ""2"": 1}","{""0"": 356, ""1"": 8, ""2"": 1}","[0.973, 0.025, 0.003]","[0.975, 0.022, 0.003]"
202,9,10,"{""0"": 351, ""1"": 14}","{""0"": 355, ""1"": 10}","[0.962, 0.038]","[0.973, 0.027]"
203,9,11,"{""0"": 350, ""1"": 15}","{""0"": 356, ""1"": 9}","[0.959, 0.041]","[0.975, 0.025]"
204,9,12,"{""0"": 354, ""1"": 10, ""2"": 1}","{""0"": 349, ""1"": 16}","[0.97, 0.027, 0.003]","[0.956, 0.044]"
205,9,13,"{""0"": 340, ""1"": 24, ""2"": 1}","{""0"": 341, ""1"": 21, ""2"": 3}","[0.932, 0.066, 0.003]","[0.934, 0.058, 0.008]"
206,9,14,"{""0"": 341, ""1"": 23, ""2"": 1}","{""0"": 344, ""1"": 19, ""2"": 1, ""3"": 1}","[0.934, 0.063, 0.003]","[0.942, 0.052, 0.003, 0.003]"
207,9,15,"{""0"": 354, ""1"": 11}","{""0"": 347, ""1"": 18}","[0.97, 0.03]","[0.951, 0.049]"
208,9,16,"{""0"": 347, ""1"": 16, ""2"": 2}","{""0"": 342, ""1"": 23}","[0.951, 0.044, 0.005]","[0.937, 0.063]"
209,9,17,"{""0"": 337, ""1"": 26, ""2"": 2}","{""0"": 333, ""1"": 29, ""2"": 3}","[0.923, 0.071, 0.005]","[0.912, 0.079, 0.008]"
210,9,18,"{""0"": 345, ""1"": 17, ""2"": 3}","{""0"": 331, ""1"": 29, ""2"": 5}","[0.945, 0.047, 0.008]","[0.907, 0.079, 0.014]"
211,9,19,"{""0"": 351, ""1"": 13, ""2"": 1}","{""0"": 331, ""1"": 33, ""2"": 1}","[0.962, 0.036, 0.003]","[0.907, 0.09, 0.003]"
212,9,20,"{""0"": 349, ""1"": 14, ""2"": 2}","{""0"": 335, ""1"": 30}","[0.956, 0.038, 0.005]","[0.918, 0.082]"
213,9,21,"{""0"": 344, ""1"": 19, ""3"": 2, ""2"": 0}","{""0"": 346, ""1"": 17, ""2"": 1, ""3"": 1}","[0.942, 0.052, 0.0, 0.005]","[0.948, 0.047, 0.003, 0.003]"
214,9,22,"{""0"": 348, ""1"": 15, ""2"": 2}","{""0"": 350, ""1"": 14, ""2"": 1}","[0.953, 0.041, 0.005]","[0.959, 0.038, 0.003]"
215,9,23,"{""0"": 361, ""1"": 4}","{""0"": 357, ""1"": 8}","[0.989, 0.011]","[0.978, 0.022]"
216,10,0,"{""0"": 358, ""1"": 7}","{""0"": 354, ""1"": 11}","[0.981, 0.019]","[0.97, 0.03]"
217,10,1,"{""0"": 361, ""1"": 4}","{""0"": 361, ""1"": 4}","[0.989, 0.011]","[0.989, 0.011]"
218,10,2,"{""0"": 361, ""1"": 4}","{""0"": 362, ""1"": 3}","[0.989, 0.011]","[0.992, 0.008]"
219,10,3,"{""0"": 363, ""1"": 2}","{""0"": 364, ""1"": 1}","[0.995, 0.005]","[0.997, 0.003]"
220,10,4,"{""0"": 361, ""1"": 4}","{""0"": 364, ""1"": 1}","[0.989, 0.011]","[0.997, 0.003]"
221,10,5,"{""0"": 341, ""1"": 23, ""2"": 1}","{""0"": 363, ""1"": 2}","[0.934, 0.063, 0.003]","[0.995, 0.005]"
222,10,6,"{""0"": 331, ""1"": 34}","{""0"": 362, ""1"": 2, ""2"": 1}","[0.907, 0.093]","[0.992, 0.005, 0.003]"
223,10,7,"{""0"": 341, ""1"": 23, ""2"": 1}","{""0"": 356, ""1"": 8, ""2"": 1}","[0.934, 0.063, 0.003]","[0.975, 0.022, 0.003]"
224,10,8,"{""0"": 347, ""1"": 18}","{""0"": 358, ""1"": 7}","[0.951, 0.049]","[0.981, 0.019]"
225,10,9,"{""0"": 351, ""1"": 14}","{""0"": 359, ""1"": 5, ""2"": 1}","[0.962, 0.038]","[0.984, 0.014, 0.003]"
226,10,10,"{""0"": 344, ""1"": 21}","{""0"": 352, ""1"": 12, ""2"": 1}","[0.942, 0.058]","[0.964, 0.033, 0.003]"
227,10,11,"{""0"": 335, ""1"": 29, ""2"": 1}","{""0"": 345, ""1"": 19, ""2"": 1}","[0.918, 0.079, 0.003]","[0.945, 0.052, 0.003]"
228,10,12,"{""0"": 334, ""1"": 30, ""2"": 1}","{""0"": 345, ""1"": 17, ""2"": 3}","[0.915, 0.082, 0.003]","[0.945, 0.047, 0.008]"
229,10,13,"{""0"": 340, ""1"": 23, ""2"": 2}","{""0"": 348, ""1"": 16, ""2"": 1}","[0.932, 0.063, 0.005]","[0.953, 0.044, 0.003]"
230,10,14,"{""0"": 336, ""1"": 27, ""2"": 2}","{""0"": 340, ""1"": 24, ""2"": 1}","[0.921, 0.074, 0.005]","[0.932, 0.066, 0.003]"
231,10,15,"{""0"": 334, ""1"": 29, ""2"": 2}","{""0"": 310, ""1"": 51, ""2"": 3, ""3"": 1}","[0.915, 0.079, 0.005]","[0.849, 0.14, 0.008, 0.003]"
232,10,16,"{""0"": 332, ""1"": 30, ""2"": 3}","{""0"": 292, ""1"": 64, ""2"": 9}","[0.91, 0.082, 0.008]","[0.8, 0.175, 0.025]"
233,10,17,"{""0"": 329, ""1"": 32, ""2"": 4}","{""0"": 301, ""1"": 53, ""2"": 11}","[0.901, 0.088, 0.011]","[0.825, 0.145, 0.03]"
234,10,18,"{""0"": 329, ""1"": 31, ""2"": 5}","{""0"": 309, ""1"": 51, ""2"": 5}","[0.901, 0.085, 0.014]","[0.847, 0.14, 0.014]"
235,10,19,"{""0"": 329, ""1"": 34, ""2"": 2}","{""0"": 318, ""1"": 43, ""2"": 4}","[0.901, 0.093, 0.005]","[0.871, 0.118, 0.011]"
236,10,20,"{""0"": 334, ""1"": 30, ""2"": 1}","{""0"": 328, ""1"": 36, ""2"": 1}","[0.915, 0.082, 0.003]","[0.899, 0.099, 0.003]"
237,10,21,"{""0"": 333, ""1"": 30, ""2"": 2}","{""0"": 341, ""1"": 24}","[0.912, 0.082, 0.005]","[0.934, 0.066]"
238,10,22,"{""0"": 343, ""1"": 21, ""2"": 1}","{""0"": 344, ""1"": 21}","[0.94, 0.058, 0.003]","[0.942, 0.058]"
239,10,23,"{""0"": 361, ""1"": 4}","{""0"": 356, ""1"": 9}","[0.989, 0.011]","[0.975, 0.025]"
240,11,0,"{""0"": 362, ""1"": 3}","{""0"": 347, ""1"": 18}","[0.992, 0.008]","[0.951, 0.049]"
241,11,1,"{""0"": 362, ""1"": 3}","{""0"": 350, ""1"": 15}","[0.992, 0.008]","[0.959, 0.041]"
242,11,2,"{""0"": 363, ""1"": 2}","{""0"": 359, ""1"": 6}","[0.995, 0.005]","[0.984, 0.016]"
243,11,3,"{""0"": 364, ""1"": 1}","{""0"": 365}","[0.997, 0.003]",[1.0]
244,11,4,"{""0"": 365}","{""0"": 365}",[1.0],[1.0]
245,11,5,"{""0"": 358, ""1"": 7}","{""0"": 364, ""1"": 1}","[0.981, 0.019]","[0.997, 0.003]"
246,11,6,"{""0"": 346, ""1"": 16, ""2"": 2, ""3"": 1}","{""0"": 361, ""1"": 3, ""2"": 1}","[0.948, 0.044, 0.005, 0.003]","[0.989, 0.008, 0.003]"
247,11,7,"{""0"": 338, ""1"": 25, ""2"": 1, ""3"": 1}","{""0"": 357, ""1"": 6, ""2"": 2}","[0.926, 0.068, 0.003, 0.003]","[0.978, 0.016, 0.005]"
248,11,8,"{""0"": 345, ""1"": 18, ""2"": 2}","{""0"": 359, ""1"": 6}","[0.945, 0.049, 0.005]","[0.984, 0.016]"
249,11,9,"{""0"": 353, ""1"": 12}","{""0"": 362, ""1"": 3}","[0.967, 0.033]","[0.992, 0.008]"
250,11,10,"{""0"": 344, ""1"": 21}","{""0"": 356, ""1"": 7, ""2"": 2}","[0.942, 0.058]","[0.975, 0.019, 0.005]"
251,11,11,"{""0"": 337, ""1"": 26, ""2"": 2}","{""0"": 350, ""1"": 14, ""2"": 1}","[0.923, 0.071, 0.005]","[0.959, 0.038, 0.003]"
252,11,12,"{""0"": 338, ""1"": 25, ""2"": 2}","{""0"": 345, ""1"": 20}","[0.926, 0.068, 0.005]","[0.945, 0.055]"
253,11,13,"{""0"": 337, ""1"": 27, ""2"": 1}","{""0"": 341, ""1"": 22, ""2"": 2}","[0.923, 0.074, 0.003]","[0.934, 0.06, 0.005]"
254,11,14,"{""0"": 337, ""1"": 27, ""2"": 1}","{""0"": 337, ""1"": 26, ""2"": 2}","[0.923, 0.074, 0.003]","[0.923, 0.071, 0.005]"
255,11,15,"{""0"": 340, ""1"": 23, ""2"": 2}","{""0"": 335, ""1"": 27, ""2"": 3}","[0.932, 0.063, 0.005]","[0.918, 0.074, 0.008]"
256,11,16,"{""0"": 347, ""1"": 16, ""2"": 1, ""3"": 1}","{""0"": 334, ""1"": 26, ""2"": 5}","[0.951, 0.044, 0.003, 0.003]","[0.915, 0.071, 0.014]"
257,11,17,"{""0"": 346, ""1"": 16, ""2"": 3}","{""0"": 332, ""1"": 28, ""2"": 5}","[0.948, 0.044, 0.008]","[0.91, 0.077, 0.014]"
258,11,18,"{""0"": 345, ""1"": 18, ""2"": 2}","{""0"": 335, ""1"": 28, ""2"": 2}","[0.945, 0.049, 0.005]","[0.918, 0.077, 0.005]"
259,11,19,"{""0"": 345, ""1"": 19, ""2"": 1}","{""0"": 343, ""1"": 17, ""2"": 4, ""3"": 1}","[0.945, 0.052, 0.003]","[0.94, 0.047, 0.011, 0.003]"
260,11,20,"{""0"": 344, ""1"": 20, ""2"": 1}","{""0"": 341, ""1"": 22, ""2"": 1, ""4"": 1, ""3"": 0}","[0.942, 0.055, 0.003]","[0.934, 0.06, 0.003, 0.0, 0.003]"
261,11,21,"{""0"": 350, ""1"": 13, ""2"": 2}","{""0"": 344, ""1"": 19, ""2"": 2}","[0.959, 0.036, 0.005]","[0.942, 0.052, 0.005]"
262,11,22,"{""0"": 356, ""1"": 9}","{""0"": 347, ""1"": 16, ""2"": 2}","[0.975, 0.025]","[0.951, 0.044, 0.005]"
263,11,23,"{""0"": 362, ""1"": 3}","{""0"": 355, ""1"": 10}","[0.992, 0.008]","[0.973, 0.027]"
264,12,0,"{""0"": 361, ""1"": 4}","{""0"": 349, ""1"": 15, ""2"": 1}","[0.989, 0.011]","[0.956, 0.041, 0.003]"
265,12,1,"{""0"": 362, ""1"": 3}","{""0"": 356, ""1"": 8, ""3"": 1, ""2"": 0}","[0.992, 0.008]","[0.975, 0.022, 0.0, 0.003]"
266,12,2,"{""0"": 363, ""1"": 2}","{""0"": 360, ""1"": 4, ""2"": 1}","[0.995, 0.005]","[0.986, 0.011, 0.003]"
267,12,3,"{""0"": 364, ""1"": 1}","{""0"": 362, ""1"": 3}","[0.997, 0.003]","[0.992, 0.008]"
268,12,4,"{""0"": 360, ""1"": 5}","{""0"": 364, ""1"": 1}","[0.986, 0.014]","[0.997, 0.003]"
269,12,5,"{""0"": 346, ""1"": 18, ""3"": 1, ""2"": 0}","{""0"": 365}","[0.948, 0.049, 0.0, 0.003]",[1.0]
270,12,6,"{""0"": 324, ""1"": 38, ""2"": 2, ""3"": 1}","{""0"": 358, ""1"": 7}","[0.888, 0.104, 0.005, 0.003]","[0.981, 0.019]"
271,12,7,"{""0"": 321, ""1"": 39, ""2"": 4, ""4"": 1, ""3"": 0}","{""0"": 353, ""1"": 12}","[0.879, 0.107, 0.011, 0.0, 0.003]","[0.967, 0.033]"
272,12,8,"{""0"": 330, ""1"": 32, ""2"": 2, ""3"": 1}","{""0"": 353, ""1"": 12}","[0.904, 0.088, 0.005, 0.003]","[0.967, 0.033]"
273,12,9,"{""0"": 343, ""1"": 21, ""3"": 1, ""2"": 0}","{""0"": 358, ""1"": 7}","[0.94, 0.058, 0.0, 0.003]","[0.981, 0.019]"
274,12,10,"{""0"": 353, ""1"": 12}","{""0"": 356, ""1"": 8, ""2"": 1}","[0.967, 0.033]","[0.975, 0.022, 0.003]"
275,12,11,"{""0"": 350, ""1"": 14, ""2"": 1}","{""0"": 349, ""1"": 15, ""2"": 1}","[0.959, 0.038, 0.003]","[0.956, 0.041, 0.003]"
276,12,12,"{""0"": 346, ""1"": 17, ""2"": 2}","{""0"": 349, ""1"": 16}","[0.948, 0.047, 0.005]","[0.956, 0.044]"
277,12,13,"{""0"": 348, ""1"": 16, ""2"": 1}","{""0"": 338, ""1"": 26, ""2"": 1}","[0.953, 0.044, 0.003]","[0.926, 0.071, 0.003]"
278,12,14,"{""0"": 343, ""1"": 22}","{""0"": 328, ""1"": 34, ""2"": 3}","[0.94, 0.06]","[0.899, 0.093, 0.008]"
279,12,15,"{""0"": 337, ""1"": 27, ""2"": 1}","{""0"": 319, ""1"": 44, ""2"": 2}","[0.923, 0.074, 0.003]","[0.874, 0.121, 0.005]"
280,12,16,"{""0"": 317, ""1"": 46, ""2"": 2}","{""0"": 307, ""1"": 51, ""2"": 7}","[0.868, 0.126, 0.005]","[0.841, 0.14, 0.019]"
281,12,17,"{""0"": 313, ""1"": 44, ""2"": 6, ""3"": 2}","{""0"": 300, ""1"": 56, ""2"": 8, ""4"": 1, ""3"": 0}","[0.858, 0.121, 0.016, 0.005]","[0.822, 0.153, 0.022, 0.0, 0.003]"
282,12,18,"{""0"": 306, ""1"": 53, ""2"": 6}","{""0"": 302, ""1"": 47, ""2"": 13, ""3"": 3}","[0.838, 0.145, 0.016]","[0.827, 0.129, 0.036, 0.008]"
283,12,19,"{""0"": 321, ""1"": 36, ""2"": 8}","{""0"": 304, ""1"": 52, ""2"": 8, ""3"": 1}","[0.879, 0.099, 0.022]","[0.833, 0.142, 0.022, 0.003]"
284,12,20,"{""0"": 335, ""1"": 28, ""2"": 2}","{""0"": 319, ""1"": 42, ""2"": 4}","[0.918, 0.077, 0.005]","[0.874, 0.115, 0.011]"
285,12,21,"{""0"": 339, ""1"": 25, ""2"": 1}","{""0"": 327, ""1"": 36, ""2"": 2}","[0.929, 0.068, 0.003]","[0.896, 0.099, 0.005]"
286,12,22,"{""0"": 353, ""1"": 12}","{""0"": 338, ""1"": 25, ""2"": 2}","[0.967, 0.033]","[0.926, 0.068, 0.005]"
287,12,23,"{""0"": 363, ""1"": 2}","{""0"": 353, ""1"": 12}","[0.995, 0.005]","[0.967, 0.033]"
288,13,0,"{""0"": 362, ""1"": 3}","{""0"": 361, ""1"": 4}","[0.992, 0.008]","[0.989, 0.011]"
289,13,1,"{""0"": 364, ""1"": 1}","{""0"": 363, ""1"": 2}","[0.997, 0.003]","[0.995, 0.005]"
290,13,2,"{""0"": 365}","{""0"": 364, ""1"": 1}",[1.0],"[0.997, 0.003]"
291,13,3,"{""0"": 362, ""1"": 3}","{""0"": 363, ""1"": 2}","[0.992, 0.008]","[0.995, 0.005]"
292,13,4,"{""0"": 361, ""1"": 4}","{""0"": 363, ""1"": 2}","[0.989, 0.011]","[0.995, 0.005]"
293,13,5,"{""0"": 350, ""1"": 14, ""2"": 1}","{""0"": 365}","[0.959, 0.038, 0.003]",[1.0]
294,13,6,"{""0"": 322, ""1"": 39, ""2"": 4}","{""0"": 365}","[0.882, 0.107, 0.011]",[1.0]
295,13,7,"{""0"": 320, ""1"": 38, ""2"": 6, ""3"": 1}","{""0"": 364, ""1"": 1}","[0.877, 0.104, 0.016, 0.003]","[0.997, 0.003]"
296,13,8,"{""0"": 339, ""1"": 25, ""2"": 1}","{""0"": 364, ""1"": 1}","[0.929, 0.068, 0.003]","[0.997, 0.003]"
297,13,9,"{""0"": 353, ""1"": 12}","{""0"": 363, ""1"": 2}","[0.967, 0.033]","[0.995, 0.005]"
298,13,10,"{""0"": 358, ""1"": 6, ""2"": 1}","{""0"": 359, ""1"": 6}","[0.981, 0.016, 0.003]","[0.984, 0.016]"
299,13,11,"{""0"": 361, ""1"": 3, ""2"": 1}","{""0"": 354, ""1"": 11}","[0.989, 0.008, 0.003]","[0.97, 0.03]"
300,13,12,"{""0"": 353, ""1"": 11, ""2"": 1}","{""0"": 346, ""1"": 19}","[0.967, 0.03, 0.003]","[0.948, 0.052]"
301,13,13,"{""0"": 346, ""1"": 19}","{""0"": 340, ""1"": 21, ""2"": 4}","[0.948, 0.052]","[0.932, 0.058, 0.011]"
302,13,14,"{""0"": 352, ""1"": 13}","{""0"": 330, ""1"": 33, ""2"": 2}","[0.964, 0.036]","[0.904, 0.09, 0.005]"
303,13,15,"{""0"": 346, ""1"": 18, ""2"": 1}","{""0"": 303, ""1"": 57, ""2"": 5}","[0.948, 0.049, 0.003]","[0.83, 0.156, 0.014]"
304,13,16,"{""0"": 327, ""1"": 36, ""2"": 2}","{""0"": 300, ""1"": 56, ""2"": 9}","[0.896, 0.099, 0.005]","[0.822, 0.153, 0.025]"
305,13,17,"{""0"": 330, ""1"": 35}","{""0"": 323, ""1"": 38, ""2"": 3, ""3"": 1}","[0.904, 0.096]","[0.885, 0.104, 0.008, 0.003]"
306,13,18,"{""0"": 339, ""1"": 25, ""2"": 1}","{""0"": 329, ""1"": 32, ""2"": 4}","[0.929, 0.068, 0.003]","[0.901, 0.088, 0.011]"
307,13,19,"{""0"": 344, ""1"": 21}","{""0"": 331, ""1"": 32, ""2"": 2}","[0.942, 0.058]","[0.907, 0.088, 0.005]"
308,13,20,"{""0"": 357, ""1"": 8}","{""0"": 343, ""1"": 22}","[0.978, 0.022]","[0.94, 0.06]"
309,13,21,"{""0"": 359, ""1"": 6}","{""0"": 357, ""1"": 8}","[0.984, 0.016]","[0.978, 0.022]"
310,13,22,"{""0"": 362, ""1"": 3}","{""0"": 362, ""1"": 3}","[0.992, 0.008]","[0.992, 0.008]"
311,13,23,"{""0"": 365}","{""0"": 364, ""1"": 1}",[1.0],"[0.997, 0.003]"
312,14,0,"{""0"": 357, ""1"": 7, ""2"": 1}","{""0"": 356, ""1"": 8, ""2"": 1}","[0.978, 0.019, 0.003]","[0.975, 0.022, 0.003]"
313,14,1,"{""0"": 359, ""1"": 6}","{""0"": 359, ""1"": 6}","[0.984, 0.016]","[0.984, 0.016]"
314,14,2,"{""0"": 361, ""1"": 3, ""2"": 1}","{""0"": 360, ""1"": 4, ""2"": 1}","[0.989, 0.008, 0.003]","[0.986, 0.011, 0.003]"
315,14,3,"{""0"": 361, ""1"": 3, ""2"": 1}","{""0"": 358, ""1"": 6, ""2"": 1}","[0.989, 0.008, 0.003]","[0.981, 0.016, 0.003]"
316,14,4,"{""0"": 363, ""1"": 2}","{""0"": 363, ""1"": 2}","[0.995, 0.005]","[0.995, 0.005]"
317,14,5,"{""0"": 325, ""1"": 38, ""2"": 2}","{""0"": 361, ""1"": 4}","[0.89, 0.104, 0.005]","[0.989, 0.011]"
318,14,6,"{""0"": 294, ""1"": 64, ""2"": 7}","{""0"": 357, ""1"": 8}","[0.805, 0.175, 0.019]","[0.978, 0.022]"
319,14,7,"{""0"": 313, ""1"": 48, ""2"": 4}","{""0"": 349, ""1"": 16}","[0.858, 0.132, 0.011]","[0.956, 0.044]"
320,14,8,"{""0"": 332, ""1"": 33}","{""0"": 341, ""1"": 24}","[0.91, 0.09]","[0.934, 0.066]"
321,14,9,"{""0"": 341, ""1"": 23, ""2"": 1}","{""0"": 341, ""1"": 22, ""2"": 2}","[0.934, 0.063, 0.003]","[0.934, 0.06, 0.005]"
322,14,10,"{""0"": 348, ""1"": 17}","{""0"": 343, ""1"": 21, ""2"": 1}","[0.953, 0.047]","[0.94, 0.058, 0.003]"
323,14,11,"{""0"": 346, ""1"": 19}","{""0"": 345, ""1"": 20}","[0.948, 0.052]","[0.945, 0.055]"
324,14,12,"{""0"": 331, ""1"": 32, ""2"": 2}","{""0"": 340, ""1"": 22, ""2"": 1, ""3"": 1, ""4"": 1}","[0.907, 0.088, 0.005]","[0.932, 0.06, 0.003, 0.003, 0.003]"
325,14,13,"{""0"": 328, ""1"": 34, ""2"": 3}","{""0"": 321, ""1"": 39, ""2"": 3, ""3"": 1, ""4"": 1}","[0.899, 0.093, 0.008]","[0.879, 0.107, 0.008, 0.003, 0.003]"
326,14,14,"{""0"": 323, ""1"": 40, ""2"": 2}","{""0"": 296, ""1"": 64, ""2"": 5}","[0.885, 0.11, 0.005]","[0.811, 0.175, 0.014]"
327,14,15,"{""0"": 313, ""1"": 47, ""2"": 4, ""3"": 1}","{""0"": 270, ""1"": 75, ""2"": 19, ""3"": 1}","[0.858, 0.129, 0.011, 0.003]","[0.74, 0.205, 0.052, 0.003]"
328,14,16,"{""0"": 310, ""1"": 46, ""2"": 7, ""3"": 2}","{""0"": 268, ""1"": 79, ""2"": 17, ""3"": 1}","[0.849, 0.126, 0.019, 0.005]","[0.734, 0.216, 0.047, 0.003]"
329,14,17,"{""0"": 304, ""1"": 51, ""2"": 9, ""3"": 1}","{""0"": 303, ""1"": 51, ""2"": 11}","[0.833, 0.14, 0.025, 0.003]","[0.83, 0.14, 0.03]"
330,14,18,"{""0"": 312, ""1"": 47, ""2"": 5, ""3"": 1}","{""0"": 310, ""1"": 52, ""2"": 3}","[0.855, 0.129, 0.014, 0.003]","[0.849, 0.142, 0.008]"
331,14,19,"{""0"": 325, ""1"": 38, ""2"": 2}","{""0"": 318, ""1"": 46, ""2"": 1}","[0.89, 0.104, 0.005]","[0.871, 0.126, 0.003]"
332,14,20,"{""0"": 338, ""1"": 25, ""2"": 2}","{""0"": 331, ""1"": 33, ""2"": 1}","[0.926, 0.068, 0.005]","[0.907, 0.09, 0.003]"
333,14,21,"{""0"": 348, ""1"": 17}","{""0"": 340, ""1"": 25}","[0.953, 0.047]","[0.932, 0.068]"
334,14,22,"{""0"": 355, ""1"": 10}","{""0"": 342, ""1"": 23}","[0.973, 0.027]","[0.937, 0.063]"
335,14,23,"{""0"": 362, ""1"": 3}","{""0"": 353, ""1"": 12}","[0.992, 0.008]","[0.967, 0.033]"
